dmun_municipio,dte_id_formatado,Quantidade_Tuberculose
São Francisco de Goiás,Outubro De 2023,1
São Francisco de Goiás,Setembro De 2022,1
São João da Paraúna,Outubro De 2021,1
São Luís de Montes Belos,Abril De 2022,2
São Luís de Montes Belos,Abril De 2023,3
São Luís de Montes Belos,Agosto De 2022,2
São Luís de Montes Belos,Dezembro De 2023,2
São Luís de Montes Belos,Fevereiro De 2023,1
São Luís de Montes Belos,Fevereiro De 2024,2
São Luís de Montes Belos,Janeiro De 2024,2
São Luís de Montes Belos,Maio De 2021,2
São Luís de Montes Belos,Maio De 2023,2
São Luís de Montes Belos,Março De 2023,1
São Luís de Montes Belos,Março De 2024,3
São Luís de Montes Belos,Novembro De 2021,1
São Luís de Montes Belos,Outubro De 2021,2
São Luís de Montes Belos,Setembro De 2022,1
São Luís de Montes Belos,Setembro De 2023,3
São Luíz do Norte,Abril De 2024,1
São Luíz do Norte,Agosto De 2022,2
São Miguel do Araguaia,Abril De 2022,1
São Miguel do Araguaia,Dezembro De 2023,1
São Miguel do Araguaia,Fevereiro De 2021,1
São Miguel do Araguaia,Fevereiro De 2024,1
São Miguel do Araguaia,Janeiro De 2023,2
São Miguel do Araguaia,Janeiro De 2024,1
São Miguel do Araguaia,Junho De 2021,1
São Miguel do Araguaia,Junho De 2024,1
São Miguel do Araguaia,Maio De 2023,1
São Miguel do Araguaia,Março De 2021,1
São Miguel do Araguaia,Março De 2023,1
São Miguel do Araguaia,Novembro De 2021,1
São Miguel do Araguaia,Outubro De 2021,1
São Miguel do Araguaia,Setembro De 2023,1
São Miguel do Passa Quatro,Março De 2024,1
São Patrício,Junho De 2022,1
São Simão,Março De 2021,1
São Simão,Novembro De 2021,1
São Simão,Novembro De 2023,1
Teresina de Goiás,Agosto De 2021,1
Teresina de Goiás,Janeiro De 2021,1
Teresina de Goiás,Julho De 2022,1
Terezópolis de Goiás,Abril De 2021,1
Terezópolis de Goiás,Junho De 2022,1
Terezópolis de Goiás,Junho De 2023,1
Trindade,Abril De 2021,1
Trindade,Abril De 2022,3
Trindade,Abril De 2023,1
Trindade,Abril De 2024,1
Trindade,Agosto De 2021,1
Trindade,Agosto De 2022,4
Trindade,Agosto De 2023,3
Trindade,Dezembro De 2021,1
Trindade,Dezembro De 2022,2
Trindade,Fevereiro De 2021,4
Trindade,Fevereiro De 2022,2
Trindade,Fevereiro De 2023,1
Trindade,Fevereiro De 2024,4
Trindade,Janeiro De 2021,5
Trindade,Janeiro De 2022,2
Trindade,Janeiro De 2023,3
Trindade,Janeiro De 2024,3
Trindade,Julho De 2021,1
Trindade,Julho De 2022,1
Trindade,Julho De 2023,3
Trindade,Junho De 2022,3
Trindade,Junho De 2023,3
Trindade,Junho De 2024,1
Trindade,Maio De 2021,1
Trindade,Maio De 2022,1
Trindade,Maio De 2023,1
Trindade,Maio De 2024,3
Trindade,Março De 2021,3
Trindade,Março De 2023,3
Trindade,Março De 2024,1
Trindade,Novembro De 2022,1
Trindade,Novembro De 2023,2
Trindade,Outubro De 2021,1
Trindade,Outubro De 2022,2
Trindade,Outubro De 2023,4
Trindade,Setembro De 2021,3
Trindade,Setembro De 2022,1
Trindade,Setembro De 2023,3
Trombas,Janeiro De 2021,1
Três Ranchos,Abril De 2021,1
Turvelândia,Junho De 2023,1
Turvelândia,Março De 2022,1
Turvânia,Dezembro De 2023,1
Turvânia,Julho De 2023,1
Turvânia,Maio De 2022,1
Uruana,Dezembro De 2021,1
Uruana,Outubro De 2022,1
Uruana,Setembro De 2023,1
Uruaçu,Agosto De 2021,1
Uruaçu,Dezembro De 2021,1
Uruaçu,Fevereiro De 2022,1
Uruaçu,Fevereiro De 2023,1
Uruaçu,Fevereiro De 2024,2
Uruaçu,Janeiro De 2021,1
Uruaçu,Janeiro De 2023,1
Uruaçu,Junho De 2022,1
Uruaçu,Junho De 2024,1
Uruaçu,Março De 2022,1
Uruaçu,Março De 2024,1
Uruaçu,Novembro De 2021,2
Uruaçu,Setembro De 2022,2
Uruaçu,Setembro De 2023,1
Valparaíso de Goiás,Abril De 2022,1
Valparaíso de Goiás,Agosto De 2021,1
Valparaíso de Goiás,Agosto De 2022,1
Valparaíso de Goiás,Dezembro De 2021,3
Valparaíso de Goiás,Dezembro De 2022,1
Valparaíso de Goiás,Fevereiro De 2021,2
Valparaíso de Goiás,Fevereiro De 2023,1
Valparaíso de Goiás,Janeiro De 2021,1
Valparaíso de Goiás,Julho De 2021,3
Valparaíso de Goiás,Julho De 2022,1
Valparaíso de Goiás,Junho De 2021,2
Valparaíso de Goiás,Junho De 2022,1
Valparaíso de Goiás,Maio De 2021,2
Valparaíso de Goiás,Maio De 2022,2
Valparaíso de Goiás,Maio De 2023,1
Valparaíso de Goiás,Março De 2021,1
Valparaíso de Goiás,Novembro De 2022,1
Valparaíso de Goiás,Outubro De 2021,2
Valparaíso de Goiás,Outubro De 2022,2
Valparaíso de Goiás,Setembro De 2022,1
Valparaíso de Goiás,Setembro De 2023,1
Varjão,Março De 2023,1
Varjão,Outubro De 2021,1
Vianópolis,Agosto De 2023,1
Vianópolis,Maio De 2023,1
Vicentinópolis,Dezembro De 2023,1
Vicentinópolis,Janeiro De 2022,1
Vicentinópolis,Maio De 2021,1
Vila Boa,Junho De 2023,1
Vila Boa,Maio De 2023,1
Vila Boa,Maio De 2024,1
Águas Lindas de Goiás,Abril De 2021,1
Águas Lindas de Goiás,Abril De 2022,1
Águas Lindas de Goiás,Abril De 2023,3
Águas Lindas de Goiás,Abril De 2024,1
Águas Lindas de Goiás,Agosto De 2021,1
Águas Lindas de Goiás,Agosto De 2022,3
Águas Lindas de Goiás,Agosto De 2023,2
Águas Lindas de Goiás,Dezembro De 2021,2
Águas Lindas de Goiás,Dezembro De 2022,1
Águas Lindas de Goiás,Dezembro De 2023,2
Águas Lindas de Goiás,Fevereiro De 2021,1
Águas Lindas de Goiás,Fevereiro De 2023,3
Águas Lindas de Goiás,Fevereiro De 2024,1
Águas Lindas de Goiás,Janeiro De 2023,1
Águas Lindas de Goiás,Julho De 2021,2
Águas Lindas de Goiás,Julho De 2023,2
Águas Lindas de Goiás,Junho De 2021,2
Águas Lindas de Goiás,Junho De 2022,1
Águas Lindas de Goiás,Junho De 2024,1
Águas Lindas de Goiás,Maio De 2021,1
Águas Lindas de Goiás,Maio De 2023,3
Águas Lindas de Goiás,Maio De 2024,4
Águas Lindas de Goiás,Março De 2021,2
Águas Lindas de Goiás,Março De 2022,2
Águas Lindas de Goiás,Março De 2023,2
Águas Lindas de Goiás,Março De 2024,1
Águas Lindas de Goiás,Novembro De 2022,3
Águas Lindas de Goiás,Novembro De 2023,1
Águas Lindas de Goiás,Outubro De 2022,2
Águas Lindas de Goiás,Setembro De 2021,1
Águas Lindas de Goiás,Setembro De 2022,2
